Reading isolectic sets from input file: /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008-isolectic-areas.tsv
Will write semantic map in DOT format to output files with prefix /home/jdellert/synchro/arb/lty/smp-frontiers/experiments/breathing/francois2008
Extracted isolectic sets from 12 languages.
Proceeding to separating set size 0, 335 potentially deletable links left.
  Attempting to separate pair COLD AIR-HEART using the 24 neighbors of COLD AIR and HEART on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair BLOW-INTELLIGENCE using the 27 neighbors of BLOW and INTELLIGENCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair LIVING BEING-TAKE A REST using the 27 neighbors of LIVING BEING and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair MIND-WHISPER using the 27 neighbors of MIND and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair VITAL FORCE-WHISPER using the 27 neighbors of VITAL FORCE and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair BE ON VACATION-SOUL using the 26 neighbors of BE ON VACATION and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair INSPIRATION-LIVING BEING using the 24 neighbors of INSPIRATION and LIVING BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair BE ON VACATION-INSPIRATION using the 22 neighbors of BE ON VACATION and INSPIRATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair PAUSE FOR BREATH-WHISPER using the 25 neighbors of PAUSE FOR BREATH and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair GHOST-SUPERNATURAL BEING using the 26 neighbors of GHOST and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair GHOST-WHISPER using the 27 neighbors of GHOST and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair BLOW-CEASE TO DO using the 27 neighbors of BLOW and CEASE TO DO on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair CEASE TO DO-PAUSE FOR BREATH using the 25 neighbors of CEASE TO DO and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair SOUL-WHISPER using the 27 neighbors of SOUL and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair AIR OR WIND-BE ON VACATION using the 24 neighbors of AIR OR WIND and BE ON VACATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair BE ON VACATION-GHOST using the 26 neighbors of BE ON VACATION and GHOST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair PAUSE FOR BREATH-PRIDE using the 25 neighbors of PAUSE FOR BREATH and PRIDE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair TAKE A REST-UTTER using the 25 neighbors of TAKE A REST and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 1.0
  Attempting to separate pair INTELLIGENCE-PUFF OF BREATH using the 27 neighbors of INTELLIGENCE and PUFF OF BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ONESELF-PAUSE FOR BREATH using the 26 neighbors of ONESELF and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-LIFE using the 27 neighbors of BE ON VACATION and LIFE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair DIVINE BREATH-GHOST using the 26 neighbors of DIVINE BREATH and GHOST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INSPIRATION-SELF using the 24 neighbors of INSPIRATION and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PRIDE-SELF using the 24 neighbors of PRIDE and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PUFF OF BREATH-UTTER using the 27 neighbors of PUFF OF BREATH and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW-SUPERNATURAL BEING using the 27 neighbors of BLOW and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-SELF using the 23 neighbors of INTELLIGENCE and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ACT OF BREATHING-WHISPER using the 27 neighbors of ACT OF BREATHING and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair GHOST-PRIDE using the 26 neighbors of GHOST and PRIDE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair DIVINE BREATH-PAUSE FOR BREATH using the 25 neighbors of DIVINE BREATH and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair SCENT-SELF using the 24 neighbors of SCENT and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-TAKE A REST using the 25 neighbors of BE ON VACATION and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INSPIRATION-TAKE A REST using the 25 neighbors of INSPIRATION and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW (WIND)-SELF using the 24 neighbors of BLOW (WIND) and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-PAUSE FOR BREATH using the 25 neighbors of BE ON VACATION and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-VITAL FORCE using the 26 neighbors of INTELLIGENCE and VITAL FORCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW (WIND)-PAUSE FOR BREATH using the 25 neighbors of BLOW (WIND) and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair GHOST-INSPIRATION using the 26 neighbors of GHOST and INSPIRATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair SELF-TAKE A REST using the 27 neighbors of SELF and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ONESELF-TAKE A REST using the 26 neighbors of ONESELF and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BREATHE-UTTER using the 27 neighbors of BREATHE and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW-WHISPER using the 27 neighbors of BLOW and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair GHOST-PAUSE FOR BREATH using the 27 neighbors of GHOST and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW (WIND)-GHOST using the 26 neighbors of BLOW (WIND) and GHOST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair UTTER-WHISPER using the 12 neighbors of UTTER and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair LIVING BEING-PRIDE using the 24 neighbors of LIVING BEING and PRIDE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-SOUL using the 26 neighbors of INTELLIGENCE and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair AIR OR WIND-ONESELF using the 24 neighbors of AIR OR WIND and ONESELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW-UTTER using the 27 neighbors of BLOW and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair SOUL-TAKE A REST using the 27 neighbors of SOUL and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INSPIRATION-PAUSE FOR BREATH using the 25 neighbors of INSPIRATION and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-BREATHE using the 27 neighbors of BE ON VACATION and BREATHE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ACT OF BREATHING-BE ON VACATION using the 27 neighbors of ACT OF BREATHING and BE ON VACATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ACT OF BREATHING-INTELLIGENCE using the 27 neighbors of ACT OF BREATHING and INTELLIGENCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-VITAL FORCE using the 26 neighbors of BE ON VACATION and VITAL FORCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair LIFE-ONESELF using the 27 neighbors of LIFE and ONESELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ONESELF-SOUL using the 26 neighbors of ONESELF and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BREATHE-WHISPER using the 27 neighbors of BREATHE and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair GHOST-SCENT using the 26 neighbors of GHOST and SCENT on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW (WIND)-TAKE A REST using the 25 neighbors of BLOW (WIND) and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair MOOD-TAKE A REST using the 27 neighbors of MOOD and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-BLOW using the 27 neighbors of BE ON VACATION and BLOW on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ONESELF-SUPERNATURAL BEING using the 22 neighbors of ONESELF and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-LIVING BEING using the 24 neighbors of INTELLIGENCE and LIVING BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair GHOST-TAKE A REST using the 27 neighbors of GHOST and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BLOW-LIVING BEING using the 27 neighbors of BLOW and LIVING BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair HEART-TAKE A REST using the 27 neighbors of HEART and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair DIVINE BREATH-TAKE A REST using the 25 neighbors of DIVINE BREATH and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair HEART-PAUSE FOR BREATH using the 27 neighbors of HEART and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-LIFE using the 27 neighbors of INTELLIGENCE and LIFE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair MOOD-PAUSE FOR BREATH using the 27 neighbors of MOOD and PAUSE FOR BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair LIFE-UTTER using the 27 neighbors of LIFE and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BREATHE-INTELLIGENCE using the 27 neighbors of BREATHE and INTELLIGENCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-PUFF OF BREATH using the 27 neighbors of BE ON VACATION and PUFF OF BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PAUSE FOR BREATH-SELF using the 27 neighbors of PAUSE FOR BREATH and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BE ON VACATION-SCENT using the 22 neighbors of BE ON VACATION and SCENT on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PUFF OF BREATH-WHISPER using the 27 neighbors of PUFF OF BREATH and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair LIFE-WHISPER using the 27 neighbors of LIFE and WHISPER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair INTELLIGENCE-MIND using the 26 neighbors of INTELLIGENCE and MIND on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PAUSE FOR BREATH-SOUL using the 27 neighbors of PAUSE FOR BREATH and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair DIVINE BREATH-SELF using the 24 neighbors of DIVINE BREATH and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair MOOD-SUPERNATURAL BEING using the 24 neighbors of MOOD and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BREATHE-ONESELF using the 27 neighbors of BREATHE and ONESELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair ACT OF BREATHING-UTTER using the 27 neighbors of ACT OF BREATHING and UTTER on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair PRIDE-SUPERNATURAL BEING using the 23 neighbors of PRIDE and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair AIR OR WIND-INTELLIGENCE using the 24 neighbors of AIR OR WIND and INTELLIGENCE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 2.0
  Attempting to separate pair BREATHE-INSPIRATION using the 27 neighbors of BREATHE and INSPIRATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair INSPIRATION-SOUL using the 26 neighbors of INSPIRATION and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair GHOST-SELF using the 26 neighbors of GHOST and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair INSPIRATION-SUPERNATURAL BEING using the 23 neighbors of INSPIRATION and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair DIVINE BREATH-PRIDE using the 22 neighbors of DIVINE BREATH and PRIDE on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair ONESELF-SELF using the 23 neighbors of ONESELF and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair SCENT-SUPERNATURAL BEING using the 23 neighbors of SCENT and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair PRIDE-SOUL using the 26 neighbors of PRIDE and SOUL on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair INSPIRATION-MOOD using the 24 neighbors of INSPIRATION and MOOD on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair SOUL-SUPERNATURAL BEING using the 26 neighbors of SOUL and SUPERNATURAL BEING on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair LIVING BEING-MOOD using the 24 neighbors of LIVING BEING and MOOD on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair BREATHE-MOOD using the 27 neighbors of BREATHE and MOOD on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair BLOW-DIVINE BREATH using the 27 neighbors of BLOW and DIVINE BREATH on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair BLOW-SELF using the 27 neighbors of BLOW and SELF on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair BLOW-INSPIRATION using the 27 neighbors of BLOW and INSPIRATION on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair MIND-TAKE A REST using the 27 neighbors of MIND and TAKE A REST on connecting paths, forming 1 separating set candidates
      Reduced link strength: 3.0
  Attempting to separate pair DIVINE BREATH-MOOD using the 24 neighbors of DIVINE BREATH and MOOD on connecting paths, forming 1 separating set candidates
